scode,name,IndustryName,IndustryCode,Listed date,Listed year,year,DYNA,MUNI,liva,rev_entropy,diff_freq1,diff_freq2,cost_freq1,cost_freq2,org_size,esg_rating,esg_score,digi_freq1,digi_freq2,cost_sticky,DYNA_cal,MUNI_cal,liva_cal,rev_entropy_cal,diff_freq1_cal,cost_freq1_cal,org_size_cal,esg_score_cal,digi_freq1_cal,cost_sticky_cal
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2015,0.0047,0.1491,0.6896616061001313,1.24568333387853,0.0029134442207861,0.0051041715001624,0.0046350248967051,0.0081202728411674,12.2670441190219,B,74.5,0.0010199491594572,0.0018045530260966,-0.161818051,0.9200000000000002,0.05,0.95,0.95,0.17698723476240813,0.05,0.12091568988436353,0.6551194539249143,0.9376417993338841,0.4819179151736311
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2016,0.0043,0.1525,-0.596895218,1.20786866865002,0.0038634900193174,0.0066607460035524,0.0054410817772054,0.0093805506216696,12.1835279360387,BB,77.97,0.0013909265857515,0.0025344288855456,-1.054225471,0.8,0.05714285714285735,0.09841062401527789,0.95,0.47815496503829275,0.14863958465019467,0.09785151710889542,0.9215870307167232,0.95,0.39282532767659345
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2017,0.004,0.1558,-0.409533638,1.28279946637868,0.0043782339227838,0.0076953827703378,0.0049184056405299,0.0086448131121327,12.1690656902865,BB,78.7,0.0015824310451418,0.0028278937766065,0.067988166960104,0.7100000000000001,0.1750000000000001,0.2509490964782397,0.95,0.5864624292813395,0.05,0.09385756380744799,0.95,0.95,0.5439472325357857
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2018,0.0037,0.159,-0.140759501,1.30012292009731,0.0043428957463748,0.0077051496083215,0.0051632204984679,0.00916056675656,12.2799645015464,BB,76.66,0.0017872490038284,0.0031762561832856,-0.139125,0.6200000000000001,0.2892857142857147,0.4697687514765099,0.95,0.5796091331728745,0.05,0.12448383589182846,0.8209897610921497,0.95,0.4841834528490038
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2019,0.0035,0.1621,0.2673047696783829,1.26605436427101,0.0038611867819495,0.0068212253096752,0.0059694421414189,0.010545698024774,12.3640415115754,BB,76.2,0.0016095587488943,0.002839697781113,0.250071760419529,0.56,0.4000000000000001,0.95,0.95,0.4774248310053341,0.34635100852520545,0.14770288897215994,0.7856655290102389,0.95,0.7083124988031855
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2020,0.0033,0.1651,0.0968639300177768,1.24898727813286,0.004241324563393,0.0075130574527922,0.0057836244046269,0.0102450783447168,12.4629479370065,BB,77.51,0.002104447028853,0.0037111791132235,-0.067700263,0.501,0.5080357142857145,0.7491167395945206,0.95,0.5599109635501758,0.2768183716911277,0.1750172944354193,0.8862627986348124,0.95,0.4913140688524268
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2021,0.0031,0.168,0.1486820976207521,0.329455330691766,0.0041107082673747,0.0073151892407651,0.0061788285758055,0.0109955018401563,15.300069705045,B,74.11,0.0040121630803491,0.0070659641651424,0.0724642652386239,0.39999999999999997,0.624553571428572,0.8135026429359836,0.343476014913003,0.5345799407253441,0.42470300630291563,0.7302200902065665,0.6251706484641635,0.95,0.5479877672781535
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2022,0.003,0.1708,0.1206111641725487,0.203781509116413,0.0047422056301079,0.0082221222572099,0.007206999437854,0.0124956265307142,15.4802017766319,B,74.73,0.0048614988189821,0.0087007763060131,-0.192338098,0.3500000000000001,0.7370535714285718,0.7786235167278062,0.19241194107470355,0.657049147071346,0.7509317753539327,0.755196795995466,0.6727815699658704,0.95,0.4788709773100247
32,深桑达A,建筑安装业,E49,1993/10/28,1993.0,2023,0.0028,0.1736,-0.28743157,0.165713093861485,0.0056162022407354,0.00974066415884,0.0070669347888537,0.0122567947983359,15.547491499031,B,74.29,0.0061110182725496,0.0107977396528025,0.0784947914633761,0.25000000000000006,0.8495535714285716,0.3503572191962947,0.14665245178019387,0.8265473549330113,0.7084301343116928,0.76452703676921,0.6389931740614336,0.95,0.5534314705236345
18,神城A退,建筑装饰装修和其它建筑业,E50,2020/11/7 0:00,2020.0,2020,0.0042,0.159,0.0003508461619676,0.3256839156138234,0.004671024600907,0.0082724557490701,0.0067184206358976,0.0119342490906429,12.874537034092311,B,71.02129629629631,0.000666970685372,0.0011714253458707,-0.22372086,0.77,0.2892857142857147,0.6291958242904866,0.3389426497406262,0.6432446806276613,0.6026759448513048,0.28868343324345946,0.362961029923453,0.6490045004109262,0.4757379111714849
18,神城A退,建筑装饰装修和其它建筑业,E50,2020/11/7 0:00,2020.0,2021,0.004,0.162,0.0003508461619676,0.3256839156138234,0.004671024600907,0.0082724557490701,0.0067184206358976,0.0119342490906429,12.874537034092311,B,71.02129629629631,0.0007256686390952,0.0012694340265211,-0.22372086,0.7100000000000001,0.39642857142857196,0.6291958242904866,0.3389426497406262,0.6432446806276613,0.6026759448513048,0.28868343324345946,0.362961029923453,0.6970029480751306,0.4757379111714849
18,神城A退,建筑装饰装修和其它建筑业,E50,2020/11/7 0:00,2020.0,2022,0.0038,0.1649,0.0003508461619676,0.3256839156138234,0.004671024600907,0.0082724557490701,0.0067184206358976,0.0119342490906429,12.874537034092311,B,71.02129629629631,0.0007843665928184,0.0013674427071715,-0.22372086,0.65,0.501,0.6291958242904866,0.3389426497406262,0.6432446806276613,0.6026759448513048,0.28868343324345946,0.362961029923453,0.7450013957393352,0.4757379111714849
18,神城A退,建筑装饰装修和其它建筑业,E50,2020/11/7 0:00,2020.0,2023,0.0036,0.1678,0.0003508461619676,0.3256839156138234,0.004671024600907,0.0082724557490701,0.0067184206358976,0.0119342490906429,12.874537034092311,B,71.02129629629631,0.0008430645465416,0.0014654513878219,-0.22372086,0.59,0.6165178571428576,0.6291958242904866,0.3389426497406262,0.6432446806276613,0.6026759448513048,0.28868343324345946,0.362961029923453,0.7929998434035397,0.4757379111714849
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2014,0.0041,0.1523,-0.217160533,0.407890223720498,0.0016242223652355,0.0028412136807119,0.0063130152309153,0.0110432078910689,13.4026507918589,BB,75.65,0.0003147829630329,0.0005833732619685,0.171872405570181,0.7400000000000002,0.05,0.40756764965043724,0.4377573403590275,0.05,0.47491539247665043,0.4345295018632451,0.743430034129693,0.2758565803048767,0.6377226255611673
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2015,0.0038,0.1556,0.4944416647645527,0.150388234506402,0.002588563783375,0.0045751298000308,0.0062532720609621,0.0110522798540071,13.4026507918589,B,70.25,0.0001504145801866,0.0002505376119589,0.0571785690688484,0.65,0.16785714285714276,0.95,0.12823146596024942,0.07399903766980866,0.45255961411345547,0.4345295018632451,0.290501043841336,0.05909771431422133,0.5341895031221487
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2016,0.0035,0.1588,0.2718971632845528,1.08279404000218,0.0027999083666352,0.0049643469627222,0.0057779927202382,0.0102446069139814,14.0101045967412,BB,76.6,0.0001069159335288,0.0001915341888527,-0.365504266,0.56,0.28214285714285736,0.95,0.95,0.14099598512747386,0.27471100631189077,0.551356444747925,0.8163822525597263,0.05,0.4615831089795858
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2017,0.0033,0.1619,-0.902196055,1.27337208261186,0.0028657542368694,0.0050244726469441,0.0072632047037897,0.0127344392948413,13.9521891196955,BB,77.52,0.0001679500424964,0.0002954341987466,0.0623003684987633,0.501,0.39285714285714274,0.05,0.95,0.1618693486191404,0.7679868713723266,0.543326015640822,0.8870307167235489,0.08222239838712112,0.5388129066428716
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2018,0.0031,0.1649,-0.39295836,1.23239732295154,0.0031616982836495,0.0055176762700508,0.0067524841915085,0.0117841800338943,13.9507382542178,BB,76.43,0.0002539312316605,0.0004391600657113,1.10926048444545,0.39999999999999997,0.501,0.2644436858533343,0.95,0.2556846120466609,0.6130122932699106,0.5431248419139195,0.8033276450511948,0.19560907736397687,0.95
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2019,0.0029,0.1678,-0.081690136,1.24529750371073,0.0032794823260113,0.005649289099526,0.0068010740854866,0.0117156398104265,14.2039043918849,BB,78.57,0.0004233289530545,0.0007586294095334,-0.033655923,0.3,0.6165178571428576,0.5272570064613545,0.95,0.29302255170773844,0.6277565577711789,0.5782282861841015,0.95,0.4190003242383812,0.49471285092466555
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2020,0.0027,0.1706,-0.163621515,1.10096844626091,0.003186463026041,0.0054644808743169,0.0065707065157675,0.0112681364235915,14.4078084771675,BB,77.54,0.0004864723272087,0.0009065199705574,-0.07656479,0.20000000000000012,0.7290178571428573,0.45115588168224985,0.95,0.263535119115315,0.5578531251359147,0.6065011656463313,0.8885665529010242,0.5014075153672765,0.4904290878116289
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2021,0.0026,0.1734,0.0216094537096899,1.25849380957344,0.0027617803849365,0.0047816739565571,0.0065940182834143,0.01141670991178,14.4752979973134,B,74.59,0.0005597859641901,0.0010299051124186,-0.091522016,0.15000000000000002,0.841517857142857,0.6556103949721244,0.95,0.12890928601681026,0.5649269184710358,0.6158591099239273,0.6620307167235495,0.5613574888249265,0.48893584836039494
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2022,0.0024,0.1761,0.1349281244555862,1.42254669479686,0.003065880787147,0.0052439024390243,0.0070348892480273,0.0120325203252033,14.6076194915286,B,72.54,0.0006487521587787,0.0012275132275132,-0.150770404,0.05,0.95,0.7964128455205575,0.95,0.22531014169271962,0.6987061384074501,0.634206509148536,0.5046075085324234,0.6341068602081502,0.483020845780129
65,北方国际,土木工程建筑业,E48,1998/6/5,1998.0,2023,0.0023,0.1788,0.1200009337488685,1.19724194457154,0.0035956851777866,0.006171594530273,0.0070973655143239,0.0121818401839377,14.6809096839759,BB,79.95,0.0004847510575445,0.0009933353143439,-0.083928782,0.05,0.95,0.7778652838744925,0.95,0.3932599248145379,0.717664125756505,0.6443687615328091,0.95,0.501,0.4896939111570159
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2014,0.0041,0.1523,-0.217160533,0.945311710235065,0.0023595023595023,0.0041910749154641,0.005496567996568,0.0097632995189789,14.3195426008884,CCC,66.77,0.0003147829630329,0.0005833732619685,0.300567051780561,0.7400000000000002,0.05,0.40756764965043724,0.8986497970261142,0.05,0.16940242035599318,0.5942624188001935,0.05,0.2758565803048767,0.7538941563930848
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2015,0.0038,0.1556,0.261442286426463,0.935245764433997,0.0043515104321736,0.0078502664958889,0.0057256716212811,0.0103292980209065,14.3195426008884,CCC,69.49,0.000401137940733,0.0006998913961626,-0.25682474,0.65,0.16785714285714276,0.95,0.890386918045002,0.5812798190616215,0.2551325525251235,0.5942624188001935,0.21910229645093898,0.38973618850437625,0.4724330189672141
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2016,0.0035,0.1588,-0.723565742,0.923644629089273,0.0060327868852459,0.0107901012549357,0.0056612021857923,0.0101254935689433,14.4725451332884,BB,75.42,0.0003929032934027,0.000689222097992,2.7774140551176,0.56,0.28214285714285736,0.05,0.8808638409997445,0.907337543142692,0.23100821476204642,0.6154774040221213,0.7257679180887371,0.37887684447336584,0.95
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2017,0.0033,0.1619,-0.147391459,1.17550792616002,0.0054032419451671,0.0097822542661497,0.0064438663197918,0.0116662439766675,14.7630163821482,CCC,69.86,0.0004951462636002,0.0008237113253081,-0.704809375,0.501,0.39285714285714274,0.4643694121735509,0.95,0.7852469791585543,0.5193643521474142,0.6557534906678326,0.2538622129436325,0.5085003602710929,0.427708928381923
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2018,0.0031,0.1649,-0.628255105,1.05507050090115,0.0077180719382554,0.0135619242579324,0.0031551866414251,0.0055441828727396,14.970539532684,B,72.64,0.0005770043172287,0.0009898015094473,-0.10271537,0.39999999999999997,0.501,0.07287929971927709,0.95,0.95,0.05,0.6845281815357921,0.5122866894197949,0.5754372678421701,0.48781837124368704
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2019,0.0029,0.1678,0.2288340685975141,0.916797872247788,0.0058799209885617,0.0101034020048938,0.0036290137351279,0.0062356934248954,15.2096086850519,BB,75.17,0.0013969708847147,0.0023363700541231,-0.566444772,0.3,0.6165178571428576,0.9130942976521035,0.8752435123875746,0.8776915522817714,0.05,0.717676969696006,0.7065699658703071,0.95,0.4415224178520916
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2020,0.0027,0.1706,0.0987717908714994,0.87054406125353,0.0051105181008005,0.0089632638643588,0.0049846432707315,0.0087424938184387,15.4047178694957,B,74.23,0.0004892644097777,0.0009541722097343,-1.49519868,0.20000000000000012,0.7290178571428573,0.7514873240863909,0.8372749349469689,0.7284776891919802,0.05,0.7447303680921598,0.6343856655290102,0.503690655077636,0.3488012156777467
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2021,0.0026,0.1734,-0.07544224,0.876194512149093,0.0051553807788221,0.009033993024917,0.0054671014770765,0.0095802344636329,15.6043326572124,CCC,69.11,0.0004505573830852,0.0008163050347587,0.35362217270283,0.15000000000000002,0.841517857142857,0.5350202379022212,0.8419132464242471,0.7371781159809085,0.15837610589355733,0.7724085032514971,0.1834029227557411,0.4549074951550614,0.8017865497249479
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2022,0.0024,0.1761,0.1018316566715129,0.845066358264031,0.005050142409229,0.0087744833035305,0.0062229242957325,0.0108121595209382,15.7500087900108,CCC,69.84,0.0004349388249087,0.0008019246190858,0.111221945563399,0.05,0.95,0.7552893154101097,0.8163609363342788,0.7167687518856551,0.44120353920442945,0.7926076264687915,0.2519832985386224,0.4343107057961679,0.5829739861101537
90,天健集团,土木工程建筑业,E48,1999/7/21,1999.0,2023,0.0023,0.1788,-0.247905263,0.864548664074959,0.0048531669390382,0.0084040819826773,0.0054969543901352,0.009518909184461,15.7539125383678,BB,75.05,0.0003419709083903,0.0006421503898124,-0.129720167,0.05,0.95,0.382537148997709,0.8323534658362394,0.6785683872800319,0.16954700807967882,0.7931489113900592,0.6973549488054602,0.3117103625361994,0.4851223747900019
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2014,0.0041,0.1523,-0.217160533,0.0,0.0028996146081849,0.0052677202107088,0.0075977243530923,0.0138027605521104,13.8562572375086,CCC,65.66,0.0001376186243871,0.0002379984331769,-0.102069203,0.7400000000000002,0.05,0.40756764965043724,0.05,0.17260320080937447,0.8694945262853424,0.5300243177474424,0.05,0.05,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2015,0.0038,0.1556,0.8026424179742281,0.0,0.0027676298018377,0.0050065084609993,0.0074449241669434,0.0134675077600881,13.8562572375086,CCC,67.47,0.0002156673331386,0.0003644093531733,-0.102069203,0.65,0.16785714285714276,0.95,0.05,0.13076357095159474,0.8231283753026337,0.5300243177474424,0.05,0.14514901254880935,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2016,0.0035,0.1588,-0.379332283,0.0,0.0028458797984695,0.0050857035223205,0.0062187743744334,0.0111132039932191,14.2238484391609,CCC,67.05,0.00023721534159,0.0004043786402945,-0.102069203,0.56,0.28214285714285736,0.27553721405288667,0.05,0.15556908445012993,0.43965064670039844,0.5809936826882562,0.05,0.1735651945139875,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2017,0.0033,0.1619,-0.375878828,0.0,0.0032443273427975,0.0057941496646416,0.0058397892170356,0.010429469396355,14.3823442537919,B,71.23,0.0002000453436112,0.0003624997986112,-0.102069203,0.501,0.39285714285714274,0.2783488083531674,0.05,0.2818783031686107,0.29783513559908414,0.6029703540046722,0.38256784968684776,0.12454769813639262,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2018,0.0031,0.1649,-0.174912509,0.0,0.0034822205852809,0.0062743836222499,0.0068305096095895,0.0123074447974902,14.6864489518444,B,73.83,0.0002045129183993,0.0003727557000559,-0.102069203,0.39999999999999997,0.501,0.4419634369059597,0.05,0.35729126536207045,0.6366885623008084,0.6451368238918248,0.6036689419795218,0.1304392596887292,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2019,0.0029,0.1678,-0.20742104,0.0,0.002833566272903,0.0050346985984487,0.0067967299113553,0.0120764729895224,14.9805728675874,B,71.87,0.0006590810527036,0.001215891864578,-0.102069203,0.3,0.6165178571428576,0.4154969561004774,0.05,0.15166565521304493,0.6264383484237717,0.6859193810693122,0.44269311064718175,0.6425529957722845,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2020,0.0027,0.1706,-0.078829609,0.0,0.0032771881135501,0.0059485530546623,0.0055800770582069,0.0101286173633441,15.521728757033,B,72.96,0.0006857273471875,0.0012565257064217,-0.102069203,0.20000000000000012,0.7290178571428573,0.530811312285883,0.05,0.29229527860071747,0.20065134930937967,0.7609548332102842,0.5368600682593849,0.664342184152883,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2021,0.0026,0.1734,0.1385886416157542,0.0,0.0034054737778519,0.0060775947608652,0.0063800508736082,0.0113861877356618,15.9364162951608,CCC,68.37,0.0003654612624303,0.0006859460587925,-0.102069203,0.15000000000000002,0.841517857142857,0.8009611673728494,0.05,0.3329622679231635,0.501,0.8184544696875364,0.11388308977035548,0.34268798983445337,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2022,0.0024,0.1761,0.2371954380284733,0.203029877610747,0.0036389998436367,0.0065694929172654,0.0094528706875719,0.0170652843358653,16.1481398748828,CCC,69.16,0.0003113246054825,0.0005788501035498,-0.102069203,0.05,0.95,0.9234835944738051,0.1915084552425087,0.4069908203375743,0.95,0.8478115825697802,0.18810020876826694,0.2712959120800399,0.48788288066919716
498,山东路桥,土木工程建筑业,E48,1997/6/9,1997.0,2023,0.0023,0.1788,-0.328979946,0.30249090951402,0.0035849698619482,0.0064950791518967,0.0084337935057359,0.0152799489200555,16.4512680333301,B,73.94,0.0004212909935884,0.0007737037440007,-0.102069203,0.05,0.95,0.3165310430487794,0.31106389231864334,0.38986313346486917,0.95,0.8898426476831159,0.612116040955631,0.4163127892322125,0.48788288066919716
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2014,0.0032,0.1587,-0.21638463,0.517876674462311,0.0032215810528551,0.0056592039800995,0.0053102984387722,0.0093283582089552,12.8919597643491,CC,64.77,0.0003147829630329,0.0005833732619685,-0.010374091,0.45000000000000007,0.2785714285714292,0.40819934296984367,0.5477792437093161,0.2746676523507869,0.09970071297830851,0.2934949661285744,0.05,0.2758565803048767,0.4970371689525808
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2015,0.0028,0.1623,0.3926919269188153,0.431015073073848,0.0024635461748452,0.0043979555449899,0.0053931686530394,0.0096279567336265,12.8919597643491,CC,64.1,0.0001374363538789,0.0002519224078983,0.992164850297484,0.25000000000000006,0.4071428571428575,0.95,0.46555417112635994,0.05,0.13071058648383654,0.2934949661285744,0.05,0.05,0.95
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2016,0.0025,0.1648,-0.25852972,0.628387559539851,0.0033509517393857,0.0059301827963563,0.0051127923446298,0.0090481139573271,12.7609932469421,C,59.25,0.0001033662956965,0.0001876923846943,-1.215491936,0.10000000000000012,0.49642857142857183,0.3738873583547798,0.6384948195267843,0.3156785973882645,0.05,0.2573267137327,0.05,0.05,0.3767254540971577
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2017,0.0023,0.1672,-0.340900851,0.88498467305453,0.003765084473049,0.0067786790266512,0.0054706355591311,0.0098493626882966,12.6069307450592,CC,63.77,3.9417151716617e-05,6.98055914278734e-05,-0.1759303,0.05,0.592410714285714,0.3068257628142933,0.8491288660214064,0.4469600741582651,0.15969855254631887,0.21478017922018677,0.05,0.05,0.48050903314213417
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2018,0.0021,0.1695,0.0957773405721229,0.589502923326865,0.003928152817816,0.0070187354955566,0.0057655146196977,0.0103016924208977,12.7721566660844,CCC,68.96,7.84006272050176e-05,0.0001379786133149,0.0808061843231149,0.05,0.6848214285714291,0.7477666138325338,0.6065754103026272,0.4986532907897629,0.2700417252828525,0.2604096495023435,0.16931106471816232,0.05,0.5555179446294094
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2019,0.0019,0.1718,-0.091367907,0.333621873368522,0.003841155234657,0.0067667260239124,0.0053718411552346,0.0094632409056219,13.2847367830432,CCC,68.1,0.0004983046187683,0.000907185535083,-0.617647541,0.05,0.7772321428571431,0.5152320341979387,0.3484843364765714,0.4710747627861782,0.12272987815618791,0.4019658839531637,0.08851774530271361,0.5110830081425314,0.436410641464998
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2020,0.0018,0.174,-0.088983322,0.642471229194493,0.0039957888692156,0.007135532387626,0.0048571565296454,0.0086737309861562,13.6338627139349,CCC,69.81,0.0028278611654827,0.0050712388312001,0.103627371147318,0.05,0.8656249999999994,0.5181949652783246,0.6500557458685416,0.5122930899530928,0.05,0.4983819377388366,0.24916492693110665,0.95,0.5761184302505046
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2021,0.0017,0.1762,0.0568779921321331,0.307717287550336,0.0047553726566072,0.0084292429891392,0.0047782350251486,0.0084697681958178,13.8950861726342,B,70.62,0.0041604260276252,0.0074602740407331,-0.347265163,0.05,0.95,0.6994327995631295,0.31734617090051576,0.6596026894619692,0.05,0.5354082501043214,0.3252609603340295,0.95,0.463403991284548
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2022,0.0016,0.1783,0.0456925716135421,0.277226495327704,0.0067096834525646,0.011797591153862,0.0061719736288399,0.0108521395979776,14.1287047412631,B,71.49,0.0005150239152308,0.0009014046889736,0.146894385710223,0.05,0.95,0.6855345195262595,0.28069523413445135,0.95,0.4221378984391303,0.5678012726464117,0.40699373695198254,0.5247546989824191,0.61517518563474
628,高新发展,房屋建筑业,E47,1996/11/18,1996.0,2023,0.0015,0.1804,1.105919826430254,0.381864363220502,0.006920265565191,0.0121189168718046,0.0058173482407387,0.0101874644953607,14.1239089833525,B,70.19,0.0008083225252543,0.0013731574864235,0.461927539264372,0.05,0.95,0.95,0.40647339862006054,0.95,0.2894377657785639,0.5671363036971702,0.28486430062630447,0.7645906232393953,0.899552856259551
711,*ST 京蓝,土木工程建筑业,E48,1997/4/11,1997.0,2014,0.0041,0.1523,-0.217160533,0.462483742771798,0.0010361718161266,0.0017940145152083,0.0063583270535041,0.0110087254342331,10.3009964336774,B,73.16453358208956,0.0003147829630329,0.0005833732619685,-0.102069203,0.7400000000000002,0.05,0.40756764965043724,0.5023085944515819,0.05,0.4918709886363645,0.05,0.5525665720034643,0.2758565803048767,0.48788288066919716
